1,5
2,2
3,5
4,5
5,5
6,3
7,3
8,2
9,4
10,5
11,3
12,2
13,4
14,1
15,2
16,3
17,5
18,1
19,3
20,4
21,5
22,2
23,2
24,1
25,4
26,4
27,1
28,2
29,1
30,3
31,5
32,5
33,5
34,2
35,4
36,2
37,1
38,3
39,3
40,2
41,4
42,5
43,5
44,3
45,1
46,3
47,1
48,4
49,2
50,5
51,4
52,1
53,1
54,2
55,5
56,5
57,4
58,1
59,2
60,2
61,2
62,4
63,1
64,5
65,1
66,3
67,1
68,3
69,3
70,5
71,5
72,4
73,2
74,1
75,1
76,4
77,5
78,3
79,1
80,2
81,1
82,3
83,5
84,3
85,1
86,2
87,1
88,3
89,2
90,3
91,2
92,4
93,2
94,1
95,2
96,5
97,5
98,3
99,1
100,4
101,4
102,3
103,1
104,3
105,4
106,4
107,2
108,1
109,3
110,3
111,4
112,1
113,3
114,4
115,5
116,5
117,4
118,1
119,5
120,5
121,3
122,2
123,2
124,3
125,1
126,4
127,3
128,5
129,1
130,3
131,5
132,3
133,4
134,2
135,4
136,4
137,1
138,4
139,4
140,1
141,2
142,1
143,5
144,5
145,1
146,1
147,3
148,1
149,1
150,2
151,2
152,1
153,4
154,3
155,3
156,2
157,3
158,1
159,4
160,5
161,3
162,2
163,5
164,1
165,2
166,4
167,5
168,3
169,5
170,1
171,1
172,1
173,2
174,4
175,4
176,3
177,1
178,4
179,5
180,2
181,1
182,2
183,5
184,3
185,4
186,5
187,4
188,2
189,1
190,4
191,5
192,2
193,3
194,4
195,5
196,4
197,4
198,5
199,4
200,2
201,1
202,5
203,4
204,4
205,1
206,1
207,4
208,2
209,1
210,1
211,5
212,5
213,3
214,3
215,1
216,5
217,4
218,4
219,5
220,1
221,5
222,2
223,3
224,1
225,2
226,4
227,1
228,4
229,3
230,2
231,2
232,3
233,3
234,1
235,2
236,2
237,5
238,1
239,4
240,5
241,2
242,2
243,4
244,5
245,5
246,4
247,1
248,1
249,5
250,5
251,1
252,3
253,1
254,3
255,4
256,3
257,2
258,4
259,1
260,2
261,1
262,3
263,3
264,2
265,4
266,1
267,2
268,2
269,2
270,1
271,4
272,2
273,1
274,5
275,5
276,3
277,2
278,4
279,3
280,4
281,5
282,1
283,2
284,3
285,2
286,1
287,4
288,5
289,3
290,2
291,4
292,5
293,3
294,4
295,1
296,4
297,4
298,5
299,1
300,2
301,3
302,4
303,5
304,5
305,5
306,5
307,5
308,2
309,1
310,1
311,1
312,5
313,1
314,4
315,1
316,2
317,2
318,4
319,3
320,2
321,3
322,2
323,3
324,4
325,3
326,4
327,2
328,1
329,3
330,5
331,5
332,2
333,2
334,4
335,4
336,1
337,4
338,1
339,3
340,3
341,1
342,4
343,2
344,2
345,4
346,1
347,2
348,5
349,4
350,1
351,2
352,5
353,5
354,2
355,1
356,5
357,3
358,3
359,2
360,5
361,3
362,2
363,3
364,4
365,1
366,2
367,2
368,1
369,2
370,1
371,3
372,1
373,5
374,2
375,2
376,1
377,3
378,2
379,1
380,1
381,3
382,3
383,1
384,5
385,2
386,1
387,2
388,3
389,2
390,4
391,1
392,3
393,1
394,1
395,4
396,5
397,1
398,2
399,1
400,4
401,2
402,4
403,4
404,3
405,3
406,1
407,5
408,4
409,1
410,3
411,3
412,2
413,4
414,5
415,2
416,2
417,3
418,4
419,2
420,2
421,1
422,1
423,3
424,2
425,3
426,3
427,3
